asof,ticker,event_date,timing,regra,gbm_ev,p_up5,p_up20,q10,q90,y_realizado
2026-08-06,NRDS,2026-08-06,AMC,v13.2_ra,0.0365,0.3407,0.0771,-0.1445,0.1557,
